id_registro,edad,ingresos_mensuales,monto_credito,historial_crediticio,plazo_meses,cuota_mensual,tipo_empleo,numero_dependientes,antiguedad_laboral_meses,atrasos_previos,ratio_deuda_ingreso,presion_financiera,capacidad_pago,nivel_crediticio,puntaje_riesgo_financiero,moroso,norm_edad,norm_ingresos_mensuales,norm_monto_credito,norm_historial_crediticio,norm_plazo_meses,norm_cuota_mensual,norm_numero_dependientes,norm_antiguedad_laboral_meses,norm_atrasos_previos,norm_ratio_deuda_ingreso,norm_presion_financiera,norm_capacidad_pago,norm_puntaje_riesgo_financiero
2887,40,2962.59,9691.38,727.0,12,600.72,Independiente,2,81,1,0.2028,0.2726,1661.87,Bueno,19.66,0,0.4314,0.3061,0.3166,0.7833,0.1429,0.2967,0.4,0.4432,0.25,0.1524,0.1095,0.3872,0.1545
2888,22,2432.66,8820.03,427.0,36,508.03,Independiente,2,127,1,0.2088,0.1007,1224.63,Bajo,17.74,0,0.0784,0.2115,0.2749,0.2264,0.7143,0.2127,0.4,0.7045,0.25,0.158,0.0371,0.3318,0.1472
2889,27,3764.7,4311.13,654.0,12,967.71,Independiente,2,19,2,0.257,0.0954,2096.99,Medio,22.86,1,0.1765,0.4493,0.0589,0.6478,0.1429,0.6295,0.4,0.0909,0.5,0.2034,0.0349,0.4423,0.1665
2890,23,2711.48,8218.52,476.0,36,632.95,Dependiente,1,164,1,0.2334,0.0842,1728.53,Bajo,16.3,1,0.098,0.2613,0.2461,0.3174,0.7143,0.326,0.2,0.9148,0.25,0.1812,0.0302,0.3956,0.1418
2891,63,6849.330399999998,14619.53,733.0,6,622.68,Dependiente,0,3,2,0.0909,0.3557,6226.65,Bueno,24.18,0,0.8824,1.0,0.5526,0.7944,0.0,0.3166,0.0,0.0,0.5,0.047,0.1445,0.965,0.1715
2892,59,2504.28,11647.6,821.0,18,429.16,Dependiente,2,109,2,0.1714,0.2584,1375.12,Excelente,19.16,0,0.8039,0.2243,0.4103,0.9577,0.2857,0.1412,0.4,0.6023,0.5,0.1228,0.1036,0.3509,0.1526
2893,31,4359.63,8499.43,678.0,48,590.65,Independiente,3,63,3,0.1355,0.0406,2718.98,Bueno,12.63,0,0.2549,0.5555,0.2595,0.6923,1.0,0.2876,0.6,0.3409,0.75,0.089,0.0118,0.521,0.128
2894,43,1837.16,7787.33,666.0,36,497.23,Dependiente,1,48,0,0.2707,0.1177,989.93,Medio,9.05,0,0.4902,0.1052,0.2254,0.67,0.7143,0.2029,0.2,0.2557,0.0,0.2163,0.0443,0.3021,0.1145
2895,37,5109.99,4749.66,520.0,36,280.75,Dependiente,3,130,0,0.0549,0.0258,3779.24,Bajo,-15.41,0,0.3725,0.6895,0.0799,0.399,0.7143,0.0066,0.6,0.7216,0.0,0.0131,0.0056,0.6552,0.0223
2896,34,3588.46,13259.86,710.0,6,452.11,Dependiente,2,8,2,0.126,0.6159,2436.35,Bueno,49.34,1,0.3137,0.4179,0.4875,0.7517,0.0,0.162,0.4,0.0284,0.5,0.08,0.2541,0.4852,0.2663
2897,43,1410.7,8804.41,675.0,6,360.51,Dependiente,0,58,2,0.2556,1.0402,1050.19,Bueno,96.81,1,0.4902,0.0291,0.2741,0.6867,0.0,0.0789,0.0,0.3125,0.5,0.2021,0.4328,0.3097,0.4452
2898,35,3908.65,5903.02,346.0,18,443.95,Dependiente,2,152,1,0.1136,0.0839,2764.7,Bajo,9.7,1,0.3333,0.475,0.1352,0.0761,0.2857,0.1546,0.4,0.8466,0.25,0.0684,0.0301,0.5268,0.117
2899,32,2701.87,7215.91,579.0,36,771.0,Independiente,3,17,2,0.2854,0.0742,880.87,Bajo,27.03,1,0.2745,0.2596,0.198,0.5086,0.7143,0.4511,0.6,0.0795,0.5,0.2301,0.026,0.2883,0.1822
2900,30,1594.83,5685.78,632.0,12,435.26,Dependiente,1,21,0,0.2729,0.2971,809.57,Medio,25.43,0,0.2353,0.062,0.1248,0.6069,0.1429,0.1467,0.2,0.1023,0.0,0.2184,0.1199,0.2793,0.1762
2901,60,1308.13,4892.77,470.0,36,478.37,Dependiente,2,119,1,0.3657,0.1039,129.76,Bajo,32.1,0,0.8235,0.0108,0.0868,0.3062,0.7143,0.1858,0.4,0.6591,0.25,0.3057,0.0385,0.1932,0.2013
2902,56,2917.59,9051.07,764.0,18,1011.65,Informal,0,12,2,0.3467,0.1723,1905.94,Excelente,33.69,0,0.7451,0.2981,0.2859,0.8519,0.2857,0.6694,0.0,0.0511,0.5,0.2879,0.0673,0.4181,0.2073
2903,36,1493.12,7354.66,428.0,12,689.05,Independiente,0,6,0,0.4615,0.4105,804.07,Bajo,61.77,1,0.3529,0.0438,0.2047,0.2283,0.1429,0.3768,0.0,0.017,0.0,0.396,0.1676,0.2786,0.3131
2904,42,3512.02,11618.52,526.0,6,688.6,Dependiente,2,26,0,0.1961,0.5514,2123.42,Bajo,42.25,0,0.4706,0.4042,0.4089,0.4102,0.0,0.3764,0.4,0.1307,0.0,0.146,0.227,0.4456,0.2396
2905,28,4579.9,8662.42,400.0,24,685.41,Independiente,1,172,1,0.1497,0.0788,3544.49,Bajo,10.41,0,0.1961,0.5949,0.2673,0.1763,0.4286,0.3735,0.2,0.9602,0.25,0.1024,0.0279,0.6255,0.1196
2906,46,1913.33,8023.38,772.0,36,792.85,Dependiente,2,34,0,0.4144,0.1165,420.48,Excelente,19.31,1,0.549,0.1188,0.2367,0.8668,0.7143,0.471,0.4,0.1761,0.0,0.3516,0.0438,0.23,0.1532
2907,67,5544.15,11809.09,731.0,12,603.33,Dependiente,0,154,2,0.1088,0.1775,4940.82,Bueno,9.27,0,0.9608,0.767,0.418,0.7907,0.1429,0.2991,0.0,0.858,0.5,0.0638,0.0695,0.8023,0.1153
2908,62,3255.08,6308.54,619.0,18,424.74,Dependiente,3,149,0,0.1305,0.1077,1780.34,Medio,-5.58,0,0.8627,0.3583,0.1546,0.5828,0.2857,0.1372,0.6,0.8295,0.0,0.0843,0.0401,0.4022,0.0594
2909,50,1787.77,14331.18,812.0,36,355.69,Independiente,2,80,3,0.199,0.2227,732.08,Excelente,27.9,0,0.6275,0.0964,0.5388,0.941,0.7143,0.0745,0.4,0.4375,0.75,0.1488,0.0885,0.2695,0.1855
2910,26,3579.94,7657.87,392.0,36,542.43,Dependiente,1,6,2,0.1515,0.0594,2687.51,Bajo,20.12,1,0.1569,0.4163,0.2192,0.1615,0.7143,0.2439,0.2,0.017,0.5,0.104,0.0198,0.517,0.1562
2911,28,1651.99,21735.27,374.0,6,841.48,Independiente,0,74,1,0.5094,2.1928,810.51,Bajo,218.17,1,0.1961,0.0722,0.8933,0.1281,0.0,0.5151,0.0,0.4034,0.25,0.4411,0.9183,0.2794,0.9024
2912,66,4210.41,13062.95,651.0,12,1092.17,Dependiente,0,155,2,0.2594,0.2585,3118.24,Medio,34.0,0,0.9412,0.5289,0.478,0.6422,0.1429,0.7424,0.0,0.8636,0.5,0.2056,0.1036,0.5715,0.2085
2913,29,3566.13,5469.17,585.0,36,483.81,Dependiente,0,179,2,0.1357,0.0426,3082.32,Medio,6.59,0,0.2157,0.4139,0.1144,0.5197,0.7143,0.1907,0.0,1.0,0.5,0.0892,0.0127,0.567,0.1052
2914,22,2591.99,5217.53,693.0,36,901.75,Dependiente,2,123,3,0.3479,0.0559,990.24,Bueno,33.49,1,0.0784,0.24,0.1023,0.7201,0.7143,0.5697,0.4,0.6818,0.75,0.289,0.0183,0.3022,0.2066
2915,20,2938.48,23962.85579999986,449.0,18,402.12,Dependiente,0,10,2,0.1368,0.453,2536.36,Bajo,47.79,1,0.0392,0.3018,1.0,0.2673,0.2857,0.1166,0.0,0.0398,0.5,0.0902,0.1855,0.4979,0.2605
2916,26,2763.07,7263.62,526.0,24,927.8,Independiente,4,46,1,0.3358,0.1095,435.27,Bajo,28.53,1,0.1569,0.2705,0.2003,0.4102,0.4286,0.5933,0.8,0.2443,0.25,0.2776,0.0409,0.2319,0.1879
2917,44,2917.59,8983.84,380.0,18,360.1,Independiente,1,166,4,0.1234,0.1711,2207.49,Bajo,40.06,0,0.5098,0.2981,0.2827,0.1392,0.2857,0.0785,0.2,0.9261,1.0,0.0776,0.0668,0.4562,0.2313
2918,42,2278.05,8696.91,634.0,12,520.58,Informal,0,125,1,0.2285,0.3181,1757.47,Medio,28.85,1,0.4706,0.1839,0.269,0.6106,0.1429,0.2241,0.0,0.6932,0.25,0.1766,0.1287,0.3993,0.1891
2919,48,2126.29,9777.63,808.0,12,393.68,Informal,3,85,2,0.1851,0.3832,682.61,Excelente,31.43,1,0.5882,0.1568,0.3207,0.9336,0.1429,0.109,0.6,0.4659,0.5,0.1357,0.1561,0.2632,0.1988
2920,49,3031.39,14406.92,768.0,36,682.53,Informal,2,74,0,0.2252,0.132,1648.86,Excelente,1.13,0,0.6078,0.3184,0.5424,0.8593,0.7143,0.3709,0.4,0.4034,0.0,0.1734,0.0503,0.3855,0.0847
2921,55,4086.69,14646.29,843.7799999999997,36,487.14,Independiente,3,171,2,0.1192,0.0996,2549.55,Excelente,-0.71,1,0.7255,0.5068,0.5539,1.0,0.7143,0.1937,0.6,0.9545,0.5,0.0736,0.0367,0.4995,0.0777
2922,57,2268.4,7935.58,470.0,18,778.28,Dependiente,3,65,1,0.3431,0.1944,440.12,Bajo,37.98,0,0.7647,0.1822,0.2325,0.3062,0.2857,0.4577,0.6,0.3523,0.25,0.2845,0.0766,0.2325,0.2235
2923,56,2714.83,8811.99,597.0,24,509.97,Dependiente,0,38,4,0.1878,0.1352,2204.86,Medio,37.08,1,0.7451,0.2619,0.2745,0.542,0.4286,0.2144,0.0,0.1989,1.0,0.1382,0.0517,0.4559,0.2201
2924,22,5756.52,4732.56,412.0,36,774.69,Dependiente,0,142,1,0.1346,0.0228,4981.83,Bajo,4.44,0,0.0784,0.8049,0.0791,0.1986,0.7143,0.4545,0.0,0.7898,0.25,0.0881,0.0043,0.8074,0.0971
2925,25,3019.61,12291.86,525.0,24,475.33,Informal,3,40,2,0.1574,0.1696,1494.28,Bajo,23.64,1,0.1373,0.3163,0.4411,0.4083,0.4286,0.183,0.6,0.2102,0.5,0.1096,0.0662,0.366,0.1695
2926,19,2917.59,5442.23,714.0,6,377.49,Independiente,3,167,1,0.1294,0.3109,1490.1,Bueno,14.47,0,0.0196,0.2981,0.1131,0.7591,0.0,0.0943,0.6,0.9318,0.25,0.0832,0.1257,0.3654,0.1349
2927,28,3636.51,11250.85,819.0,36,852.53,Dependiente,3,89,2,0.2344,0.0859,1733.98,Excelente,12.07,1,0.1961,0.4264,0.3913,0.954,0.7143,0.5251,0.6,0.4886,0.5,0.1821,0.0309,0.3963,0.1259
2928,60,1525.44,8574.81,493.0,24,490.98,Independiente,0,15,1,0.3219,0.2342,1034.46,Bajo,38.96,1,0.8235,0.0496,0.2631,0.3489,0.4286,0.1972,0.0,0.0682,0.25,0.2645,0.0934,0.3078,0.2272
2929,67,5268.07,12455.18,708.0,36,859.48,Dependiente,2,84,0,0.1631,0.0657,3708.59,Bueno,-8.15,0,0.9608,0.7177,0.4489,0.748,0.7143,0.5314,0.4,0.4602,0.0,0.115,0.0224,0.6463,0.0497
2930,37,2914.69,7646.8,758.0,18,571.49,Dependiente,1,136,4,0.1961,0.1458,1993.2,Excelente,30.69,0,0.3725,0.2976,0.2187,0.8408,0.2857,0.2702,0.2,0.7557,1.0,0.146,0.0561,0.4291,0.196
2931,47,3807.26,7519.34,816.0,48,611.8,Independiente,2,113,1,0.1607,0.0411,2495.46,Excelente,-7.17,1,0.5686,0.4569,0.2126,0.9484,1.0,0.3068,0.4,0.625,0.25,0.1127,0.012,0.4927,0.0534
2932,43,3737.52,7292.28,727.0,6,859.76,Independiente,4,132,3,0.23,0.3252,1477.76,Bueno,41.74,1,0.4902,0.4445,0.2017,0.7833,0.0,0.5316,0.8,0.733,0.75,0.178,0.1317,0.3639,0.2377
2933,55,3415.93,10046.96,820.0,12,456.2,Informal,0,89,1,0.1336,0.2451,2959.73,Excelente,6.68,0,0.7255,0.3871,0.3336,0.9559,0.1429,0.1657,0.0,0.4886,0.25,0.0872,0.098,0.5515,0.1056
2934,69,4735.33,7680.52,726.0,48,693.41,Independiente,0,47,0,0.1464,0.0338,4041.92,Bueno,-12.48,0,1.0,0.6226,0.2203,0.7814,1.0,0.3808,0.0,0.25,0.0,0.0992,0.009,0.6885,0.0334
2935,39,5916.09,10906.84,430.0,12,674.95,Informal,3,87,0,0.1141,0.1536,4191.14,Bajo,5.05,0,0.4118,0.8334,0.3748,0.232,0.1429,0.364,0.6,0.4773,0.0,0.0688,0.0594,0.7074,0.0994
2936,43,4271.88,6602.47,428.0,24,489.44,Dependiente,2,122,0,0.1146,0.0644,3082.44,Bajo,-2.54,0,0.4902,0.5399,0.1687,0.2283,0.4286,0.1958,0.4,0.6761,0.0,0.0693,0.0219,0.567,0.0708
2937,62,1801.6,8298.94,566.0,36,346.01,Dependiente,0,39,1,0.1921,0.128,1455.59,Bajo,14.16,0,0.8627,0.0989,0.2499,0.4844,0.7143,0.0658,0.0,0.2045,0.25,0.1423,0.0486,0.3611,0.1338
2938,24,2990.45,11455.63,536.0,36,910.56,Dependiente,2,65,0,0.3045,0.1064,1379.89,Bajo,16.44,1,0.1176,0.3111,0.4011,0.4287,0.7143,0.5777,0.4,0.3523,0.0,0.2481,0.0395,0.3515,0.1423
2939,68,3033.2,8980.08,472.0,6,670.58,Informal,1,101,1,0.2211,0.4934,2012.62,Bajo,49.02,1,0.9804,0.3187,0.2825,0.31,0.0,0.3601,0.2,0.5568,0.25,0.1696,0.2025,0.4316,0.2651
2940,69,2630.64,8499.43,309.0,24,435.87,Independiente,3,3,0,0.1657,0.1346,1144.77,Bajo,14.93,0,1.0,0.2469,0.2595,0.0074,0.4286,0.1472,0.6,0.0,0.0,0.1174,0.0514,0.3217,0.1367
2941,38,2817.19,7535.25,462.0,36,663.96,Dependiente,3,139,4,0.2357,0.0743,1103.23,Bajo,40.72,0,0.3922,0.2802,0.2133,0.2914,0.7143,0.3541,0.6,0.7727,1.0,0.1833,0.026,0.3165,0.2338
2942,67,1871.71,10646.83,319.0,12,803.56,Dependiente,1,90,1,0.4293,0.474,718.15,Bajo,74.59,1,0.9608,0.1114,0.3623,0.026,0.1429,0.4807,0.2,0.4943,0.25,0.3656,0.1944,0.2677,0.3614
2943,62,2056.57,8006.32,779.0,6,453.51,Dependiente,2,13,3,0.2205,0.6488,903.06,Excelente,66.58,1,0.8627,0.1444,0.2359,0.8798,0.0,0.1632,0.4,0.0568,0.75,0.169,0.268,0.2911,0.3313
2944,41,3798.49,16937.0,445.0,18,346.26,Informal,1,98,1,0.0912,0.2477,3102.23,Bajo,17.5,0,0.451,0.4554,0.6636,0.2598,0.2857,0.066,0.2,0.5398,0.25,0.0473,0.0991,0.5695,0.1463
2945,59,1604.76,8996.73,342.0,18,515.0,Dependiente,2,57,0,0.3209,0.3115,389.76,Bajo,42.38,1,0.8039,0.0637,0.2833,0.0687,0.2857,0.219,0.4,0.3068,0.0,0.2636,0.1259,0.2261,0.2401
2946,42,2712.29,8499.43,443.0,12,569.52,Dependiente,3,125,1,0.21,0.2611,1092.77,Bajo,30.08,1,0.4706,0.2614,0.2595,0.2561,0.1429,0.2684,0.6,0.6932,0.25,0.1591,0.1047,0.3151,0.1937
2947,55,5572.94,8666.7,779.0,24,563.42,Dependiente,2,119,0,0.1011,0.0648,4309.52,Excelente,-17.85,0,0.7255,0.7721,0.2675,0.8798,0.4286,0.2629,0.4,0.6591,0.0,0.0566,0.022,0.7223,0.0131
2948,63,1764.14,4002.09,424.0,18,519.08,Independiente,3,74,0,0.2942,0.126,195.06,Bajo,21.31,0,0.8824,0.0922,0.0441,0.2209,0.2857,0.2227,0.6,0.4034,0.0,0.2384,0.0478,0.2015,0.1607
2949,67,3094.88,9949.7,326.0,12,347.96,Informal,0,148,1,0.1124,0.2679,2746.92,Bajo,25.17,0,0.9608,0.3297,0.329,0.039,0.1429,0.0675,0.0,0.8239,0.25,0.0672,0.1076,0.5245,0.1752
2950,64,3536.58,23962.85579999986,335.0,12,422.28,Independiente,4,10,2,0.1194,0.5646,1714.3,Bajo,59.54,1,0.902,0.4086,1.0,0.0557,0.1429,0.1349,0.8,0.0398,0.5,0.0738,0.2325,0.3938,0.3047
2951,52,6070.29,7513.55,424.0,36,979.49,Informal,4,136,2,0.1614,0.0344,3690.8,Bajo,15.67,1,0.6667,0.8609,0.2123,0.2209,0.7143,0.6402,0.8,0.7557,0.5,0.1134,0.0092,0.644,0.1394
2952,44,1552.35,5028.14,309.0,48,611.67,Informal,4,46,1,0.394,0.0675,-459.32,Bajo,39.67,1,0.5098,0.0544,0.0933,0.0074,1.0,0.3067,0.8,0.2443,0.25,0.3324,0.0232,0.1187,0.2299
2953,61,2117.16,5879.05,782.0,48,453.75,Dependiente,1,102,2,0.2143,0.0579,1313.41,Excelente,9.08,0,0.8431,0.1552,0.134,0.8853,1.0,0.1635,0.2,0.5625,0.5,0.1632,0.0191,0.3431,0.1146
2954,29,2310.11,9016.84,425.0,18,977.64,Dependiente,0,170,1,0.4232,0.2168,1332.47,Bajo,47.83,0,0.2157,0.1896,0.2843,0.2227,0.2857,0.6385,0.0,0.9489,0.25,0.3599,0.086,0.3455,0.2606
2955,63,3161.7,12879.4,793.0,36,607.96,Dependiente,1,63,1,0.1923,0.1132,2203.74,Excelente,3.52,0,0.8824,0.3417,0.4693,0.9058,0.7143,0.3033,0.2,0.3409,0.25,0.1425,0.0424,0.4558,0.0937
2956,57,1485.15,3632.36,459.0,24,498.65,Dependiente,2,84,2,0.3358,0.1019,286.5,Bajo,37.97,0,0.7647,0.0424,0.0264,0.2858,0.4286,0.2042,0.4,0.4602,0.5,0.2776,0.0377,0.2131,0.2235
2957,21,1719.05,8499.43,740.0,12,702.56,Independiente,1,150,0,0.4087,0.412,666.49,Excelente,41.73,0,0.0588,0.0841,0.2595,0.8074,0.1429,0.3891,0.2,0.8352,0.0,0.3462,0.1683,0.2612,0.2376
2958,43,3510.55,5800.24,616.0,48,848.47,Dependiente,2,44,2,0.2417,0.0344,1962.08,Medio,17.55,0,0.4902,0.404,0.1303,0.5772,1.0,0.5214,0.4,0.233,0.5,0.189,0.0092,0.4252,0.1465
2959,54,5637.87,5920.51,786.0,18,975.73,Independiente,0,147,0,0.1731,0.0583,4662.14,Excelente,-11.92,0,0.7059,0.7837,0.136,0.8928,0.2857,0.6368,0.0,0.8182,0.0,0.1244,0.0193,0.767,0.0355
2960,62,4723.4,8407.39,843.7799999999997,18,674.48,Dependiente,1,47,0,0.1428,0.0989,3698.92,Excelente,-12.34,0,0.8627,0.6205,0.2551,1.0,0.2857,0.3636,0.2,0.25,0.0,0.0959,0.0364,0.645,0.0339
2961,47,2682.86,11318.95,309.0,18,273.49240000000003,Independiente,0,63,2,0.1019,0.2344,2409.37,Bajo,31.53,0,0.5686,0.2562,0.3945,0.0074,0.2857,0.0,0.0,0.3409,0.5,0.0573,0.0935,0.4818,0.1992
2962,54,4766.06,11614.58,429.0,36,535.79,Informal,0,98,1,0.1124,0.0677,4230.27,Bajo,5.86,0,0.7059,0.6281,0.4087,0.2301,0.7143,0.2379,0.0,0.5398,0.25,0.0672,0.0232,0.7123,0.1025
2963,24,2546.76,7860.41,436.0,36,466.09,Independiente,1,30,0,0.183,0.0857,1730.67,Bajo,7.22,0,0.1176,0.2319,0.2289,0.2431,0.7143,0.1746,0.2,0.1534,0.0,0.1337,0.0308,0.3959,0.1076
2964,69,2915.49,8499.43,402.0,48,795.67,Informal,2,36,3,0.2729,0.0607,1419.82,Bajo,39.47,1,1.0,0.2977,0.2595,0.18,1.0,0.4735,0.4,0.1875,0.75,0.2184,0.0203,0.3565,0.2291
2965,45,3147.18,9836.14,573.0,12,644.05,Informal,2,34,2,0.2046,0.2604,1803.13,Bajo,33.81,0,0.5294,0.3391,0.3235,0.4974,0.1429,0.336,0.4,0.1761,0.5,0.154,0.1044,0.4051,0.2078
2966,64,3422.57,4984.58,357.0,6,327.13,Independiente,2,122,2,0.0956,0.2427,2395.44,Bajo,28.66,1,0.902,0.3882,0.0912,0.0965,0.0,0.0486,0.4,0.6761,0.5,0.0514,0.097,0.48,0.1884
2967,57,4368.91,11134.06,672.0,12,592.37,Informal,0,21,1,0.1356,0.2124,3776.54,Bueno,11.32,0,0.7647,0.5572,0.3857,0.6812,0.1429,0.2892,0.0,0.1023,0.25,0.0891,0.0842,0.6549,0.1231
2968,62,1715.6,4156.23,666.0,18,561.09,Informal,3,145,3,0.3271,0.1346,104.51,Medio,38.42,1,0.8627,0.0835,0.0515,0.67,0.2857,0.2608,0.6,0.8068,0.75,0.2694,0.0514,0.19,0.2252
2969,52,2864.34,4988.05,390.0,12,573.86,Independiente,1,116,0,0.2003,0.1451,1940.48,Bajo,14.1,1,0.6667,0.2886,0.0914,0.1578,0.1429,0.2724,0.2,0.642,0.0,0.15,0.0558,0.4224,0.1335
2970,33,2393.36,8129.14,671.0,12,637.6,Dependiente,3,47,2,0.2664,0.283,705.76,Bueno,37.66,0,0.2941,0.2045,0.2418,0.6793,0.1429,0.3302,0.6,0.25,0.5,0.2122,0.1139,0.2661,0.2223
2971,47,2598.05,11438.23,639.0,24,504.07,Dependiente,2,173,1,0.194,0.1834,1393.98,Medio,13.63,0,0.5686,0.2411,0.4002,0.6199,0.4286,0.2091,0.4,0.9659,0.25,0.1441,0.072,0.3533,0.1318
2972,22,3593.87,15750.93,546.0,6,555.11,Dependiente,1,70,3,0.1545,0.7305,2688.76,Bajo,74.88,0,0.0784,0.4188,0.6068,0.4473,0.0,0.2554,0.2,0.3807,0.75,0.1069,0.3024,0.5172,0.3625
2973,21,3181.8,4928.89,385.0,12,613.2,Dependiente,3,20,0,0.1927,0.1291,1518.6,Bajo,13.86,0,0.0588,0.3453,0.0885,0.1485,0.1429,0.308,0.6,0.0966,0.0,0.1428,0.0491,0.369,0.1326
2974,19,2227.05,4404.68,825.0,12,462.87,Dependiente,1,140,1,0.2078,0.1648,1414.18,Excelente,6.63,0,0.0196,0.1748,0.0634,0.9651,0.1429,0.1717,0.2,0.7784,0.25,0.1571,0.0641,0.3558,0.1054
2975,40,4429.5,4534.46,395.0,6,282.51,Independiente,0,25,4,0.0638,0.1706,4146.99,Bajo,35.81,1,0.4314,0.568,0.0696,0.167,0.0,0.0082,0.0,0.125,1.0,0.0215,0.0666,0.7018,0.2153
2976,55,2498.6,11360.76,584.0,12,553.93,Informal,5,148,0,0.2217,0.3789,194.67,Medio,26.66,1,0.7255,0.2233,0.3965,0.5178,0.1429,0.2543,1.0,0.8239,0.0,0.1702,0.1543,0.2014,0.1809
2977,24,4893.94,9689.85,635.0,12,324.5,Dependiente,3,131,1,0.0663,0.165,3519.44,Medio,0.25,0,0.1176,0.6509,0.3165,0.6125,0.1429,0.0463,0.6,0.7273,0.25,0.0238,0.0642,0.6223,0.0813
2978,36,2194.07,6292.02,796.0,6,366.45,Dependiente,3,27,2,0.167,0.478,777.62,Excelente,38.65,0,0.3529,0.1689,0.1538,0.9113,0.0,0.0843,0.6,0.1364,0.5,0.1186,0.1961,0.2752,0.226
2979,48,3651.53,10757.76,600.0,48,620.63,Dependiente,2,5,0,0.17,0.0614,2330.9,Medio,-2.17,0,0.5882,0.4291,0.3677,0.5475,1.0,0.3148,0.4,0.0114,0.0,0.1215,0.0206,0.4719,0.0722
2980,54,3370.41,8891.5,343.0,24,900.96,Independiente,2,169,1,0.2673,0.1099,1769.45,Bajo,26.99,1,0.7059,0.3789,0.2783,0.0705,0.4286,0.569,0.4,0.9432,0.25,0.2131,0.041,0.4008,0.1821
2981,46,2555.6,5380.27,606.0,36,474.68,Independiente,2,70,2,0.1857,0.0585,1380.92,Medio,13.84,1,0.549,0.2335,0.1101,0.5587,0.7143,0.1824,0.4,0.3807,0.5,0.1363,0.0194,0.3516,0.1325
2982,23,2486.54,11871.99,518.0,36,688.46,Dependiente,4,3,1,0.2769,0.1326,398.08,Bajo,25.53,1,0.098,0.2211,0.421,0.3953,0.7143,0.3763,0.8,0.0,0.25,0.2221,0.0506,0.2272,0.1766
2983,47,1784.52,6422.63,318.0,12,273.49240000000003,Dependiente,2,82,0,0.1533,0.2999,811.03,Bajo,25.24,0,0.5686,0.0958,0.1601,0.0241,0.1429,0.0,0.4,0.4489,0.0,0.1057,0.121,0.2795,0.1755
2984,68,2760.11,4534.17,579.0,6,507.97,Informal,3,69,2,0.184,0.2738,1202.14,Bajo,31.99,1,0.9804,0.27,0.0696,0.5086,0.0,0.2126,0.6,0.375,0.5,0.1347,0.1101,0.329,0.2009
2985,18,5260.5,9939.96,658.0,6,400.15,Dependiente,2,156,0,0.0761,0.3149,4160.35,Medio,3.88,0,0.0,0.7164,0.3285,0.6552,0.0,0.1149,0.4,0.8693,0.0,0.0331,0.1274,0.7035,0.095
2986,28,6849.330399999998,6094.42,684.0,24,1124.32,Dependiente,1,133,2,0.1642,0.0371,5375.01,Bueno,5.81,0,0.1961,1.0,0.1443,0.7034,0.4286,0.7715,0.2,0.7386,0.5,0.116,0.0104,0.8572,0.1023
2987,26,2168.14,6800.96,641.0,18,782.03,Independiente,3,129,1,0.3607,0.1743,336.11,Medio,30.22,1,0.1569,0.1643,0.1782,0.6236,0.2857,0.4611,0.6,0.7159,0.25,0.301,0.0681,0.2193,0.1943
2988,39,2750.23,6737.92,828.0,36,857.85,Dependiente,2,37,1,0.3119,0.0681,1192.38,Excelente,10.9,0,0.4118,0.2682,0.1752,0.9707,0.7143,0.5299,0.4,0.1932,0.25,0.2551,0.0234,0.3277,0.1215
2989,34,2917.59,12002.64,673.0,48,336.98,Dependiente,0,41,3,0.1155,0.0857,2580.61,Bueno,14.8,1,0.3137,0.2981,0.4273,0.683,1.0,0.0576,0.0,0.2159,0.75,0.0702,0.0308,0.5035,0.1362
2990,18,2470.44,5680.83,692.0,36,476.2,Dependiente,0,107,2,0.1928,0.0639,1994.24,Bueno,10.93,0,0.0,0.2183,0.1245,0.7183,0.7143,0.1838,0.0,0.5909,0.5,0.1429,0.0216,0.4292,0.1216
2991,49,2254.56,13885.66,440.0,12,629.22,Dependiente,1,22,4,0.2791,0.5132,1275.34,Bajo,83.0,1,0.6078,0.1797,0.5174,0.2506,0.1429,0.3226,0.2,0.108,1.0,0.2242,0.2109,0.3382,0.3931
2992,51,1247.7975999999999,7036.78,772.0,12,354.76,Dependiente,2,13,2,0.2843,0.4699,193.04,Excelente,50.93,1,0.6471,0.0,0.1895,0.8668,0.1429,0.0737,0.4,0.0568,0.5,0.2291,0.1926,0.2012,0.2723
2993,27,2438.04,15921.94,763.0,36,609.54,Independiente,1,140,1,0.25,0.1814,1478.5,Excelente,14.66,0,0.1765,0.2125,0.6149,0.8501,0.7143,0.3047,0.2,0.7784,0.25,0.1968,0.0711,0.364,0.1356
2994,67,2447.24,4762.57,542.0,48,681.69,Independiente,0,63,1,0.2786,0.0405,1765.55,Bajo,16.37,1,0.9608,0.2141,0.0806,0.4399,1.0,0.3702,0.0,0.3409,0.25,0.2237,0.0118,0.4003,0.1421
2995,45,3331.81,8161.77,336.0,24,880.73,Dependiente,3,13,2,0.2643,0.1021,1401.08,Bajo,36.94,1,0.5294,0.372,0.2433,0.0575,0.4286,0.5506,0.6,0.0568,0.5,0.2103,0.0377,0.3542,0.2196
2996,50,2136.86,3216.91,819.0,24,628.43,Dependiente,3,149,1,0.2941,0.0627,458.43,Excelente,7.18,0,0.6275,0.1587,0.0065,0.954,0.4286,0.3219,0.6,0.8295,0.25,0.2383,0.0211,0.2348,0.1075
